2.19042E-4	0.01809
4.56338E-4	0.02448
6.66253E-4	0.03086
8.85295E-4	0.0372
0.00111	0.04308
0.00133	0.04896
0.00155	0.05483
0.00178	0.06025
0.00199	0.06562
0.00223	0.07103
0.00244	0.0764
0.00266	0.08181
0.0029	0.08718
0.00311	0.09162
0.00334	0.09648
0.00355	0.10139
0.00377	0.10629
0.004	0.1112
0.00422	0.11559
0.00445	0.11952
0.00466	0.12443
0.00488	0.12883
0.00512	0.13327
0.00533	0.13766
0.00556	0.14206
0.00577	0.14646
0.006	0.15039
0.00622	0.15479
0.00644	0.15872
0.00668	0.16265
0.00689	0.16658
0.0071	0.17001
0.00734	0.17195
0.00755	0.17635
0.00778	0.18079
0.00799	0.18519
0.00821	0.18958
0.00844	0.19301
0.00866	0.19694
0.00889	0.20134
0.0091	0.20476
0.00933	0.20869
0.00956	0.21212
0.00977	0.21656
0.01	0.21998
0.01021	0.22341
0.01044	0.2278
0.01066	0.23123
0.01088	0.23516
0.01112	0.2391
0.01133	0.24252
0.01155	0.24594
0.01177	0.24937
0.01199	0.2533
0.01223	0.25673
0.01244	0.26061
0.01266	0.26408
0.01289	0.26751
0.0131	0.27093
0.01334	0.27487
0.01355	0.27829
0.01377	0.28171
0.01399	0.2856
0.01421	0.28856
0.01445	0.29152
0.01466	0.29541
0.01488	0.29934
0.01511	0.30277
0.01532	0.30619
0.01556	0.31013
0.01577	0.31355
0.01599	0.31748
0.01622	0.32091
0.01643	0.32433
0.01667	0.32776
0.01688	0.33072
0.0171	0.33414
0.01733	0.33803
0.01755	0.3415
0.01778	0.34492
0.01798	0.34784
0.01821	0.35177
0.01844	0.3552
0.01866	0.35862
0.01889	0.36204
0.0191	0.36547
0.01932	0.36889
0.01954	0.37283
0.01976	0.37579
0.02	0.37967
0.02021	0.38264
0.02043	0.38606
0.02066	0.38999
0.02088	0.39342
0.02111	0.39684
0.02132	0.40027
0.02154	0.40369
0.02177	0.40712
0.02199	0.41054
0.02222	0.4135
0.02243	0.41693
0.02265	0.42035
0.02288	0.42377
0.0231	0.42771
0.02333	0.43113
0.02354	0.43553
0.02376	0.439
0.02399	0.44191
0.02421	0.44585
0.02444	0.44927
0.02466	0.4532
0.02487	0.45709
0.0251	0.46102
0.02532	0.46496
0.02555	0.46838
0.02576	0.47231
0.026	0.4762
0.02621	0.47963
0.02643	0.48407
0.02666	0.48796
0.02687	0.49143
0.02709	0.49531
0.02732	0.49925
0.02754	0.50318
0.02778	0.50707
0.02798	0.511
0.02822	0.51493
0.02843	0.51882
0.02865	0.52275
0.02888	0.52618
0.02909	0.53011
0.02932	0.53404
0.02954	0.53793
0.02976	0.54237
0.02999	0.5458
0.0302	0.54922
0.03044	0.55362
0.03065	0.55755
0.03087	0.56148
0.03111	0.56537
0.03132	0.56879
0.03155	0.57324
0.03176	0.57666
0.03198	0.58106
0.03221	0.58499
0.03243	0.58842
0.03265	0.59235
0.03287	0.59624
0.03309	0.60068
0.03333	0.60456
0.03354	0.6085
0.03377	0.61243
0.03398	0.61636
0.03421	0.62076
0.03444	0.62469
0.03465	0.62812
0.03487	0.63302
0.03509	0.63691
0.03532	0.64084
0.03554	0.64427
0.03576	0.64866
0.036	0.6526
0.03621	0.65699
0.03642	0.66143
0.03666	0.66486
0.03687	0.66875
0.0371	0.67268
0.03731	0.67708
0.03754	0.68152
0.03777	0.6854
0.03798	0.68934
0.03822	0.69373
0.03843	0.69818
0.03864	0.70206
0.03888	0.706
0.03909	0.71039
0.03932	0.71433
0.03953	0.71826
0.03976	0.72316
0.03998	0.72756
0.0402	0.73098
0.04044	0.73538
0.04065	0.73931
0.04087	0.74325
0.0411	0.74718
0.04131	0.75107
0.04154	0.755
0.04175	0.75893
0.04198	0.76282
0.04221	0.76675
0.04243	0.77115
0.04266	0.77508
0.04287	0.77851
0.04309	0.78244
0.04332	0.78586
0.04353	0.79026
0.04377	0.79368
0.04398	0.79813
0.0442	0.80201
0.04443	0.80595
0.04464	0.81034
0.04488	0.81479
